depmap_column_name	gene_symbol	ncbi_entrez_id
CYB5A (1528)	CYB5A	1528
CYB5B (80777)	CYB5B	80777
CYB5D1 (124637)	CYB5D1	124637
CYB5D2 (124936)	CYB5D2	124936
CYB5R1 (51706)	CYB5R1	51706
CYB5R2 (51700)	CYB5R2	51700
CYB5R3 (1727)	CYB5R3	1727
CYB5R4 (51167)	CYB5R4	51167
CYB5RL (606495)	CYB5RL	606495
CYBA (1535)	CYBA	1535
CYBB (1536)	CYBB	1536
CYBC1 (79415)	CYBC1	79415
CYBRD1 (79901)	CYBRD1	79901
CYC1 (1537)	CYC1	1537
CYCS (54205)	CYCS	54205
CYFIP1 (23191)	CYFIP1	23191
CYGB (114757)	CYGB	114757
CYHR1 (50626)	CYHR1	50626
CYLC1 (1538)	CYLC1	1538
CYLC2 (1539)	CYLC2	1539
CYLD (1540)	CYLD	1540
CYP11A1 (1583)	CYP11A1	1583
CYP11B1 (1584)	CYP11B1	1584
CYP11B2 (1585)	CYP11B2	1585
CYP17A1 (1586)	CYP17A1	1586
CYP19A1 (1588)	CYP19A1	1588
CYP1A1 (1543)	CYP1A1	1543
CYP1A2 (1544)	CYP1A2	1544
CYP1B1 (1545)	CYP1B1	1545
CYP20A1 (57404)	CYP20A1	57404
CYP21A2 (1589)	CYP21A2	1589
CYP24A1 (1591)	CYP24A1	1591
CYP26A1 (1592)	CYP26A1	1592
CYP26B1 (56603)	CYP26B1	56603
CYP26C1 (340665)	CYP26C1	340665
CYP27A1 (1593)	CYP27A1	1593
CYP27B1 (1594)	CYP27B1	1594
CYP27C1 (339761)	CYP27C1	339761
CYP2A13 (1553)	CYP2A13	1553
CYP2A6 (1548)	CYP2A6	1548
CYP2A7 (1549)	CYP2A7	1549
CYP2B6 (1555)	CYP2B6	1555
CYP2C18 (1562)	CYP2C18	1562
CYP2C19 (1557)	CYP2C19	1557
CYP2C8 (1558)	CYP2C8	1558
CYP2C9 (1559)	CYP2C9	1559
CYP2D6 (1565)	CYP2D6	1565
CYP2E1 (1571)	CYP2E1	1571
CYP2F1 (1572)	CYP2F1	1572
CYP2J2 (1573)	CYP2J2	1573
CYP2R1 (120227)	CYP2R1	120227
CYP2S1 (29785)	CYP2S1	29785
CYP2U1 (113612)	CYP2U1	113612
CYP2W1 (54905)	CYP2W1	54905
CYP39A1 (51302)	CYP39A1	51302
CYP3A4 (1576)	CYP3A4	1576
CYP3A43 (64816)	CYP3A43	64816
CYP3A5 (1577)	CYP3A5	1577
CYP3A7 (1551)	CYP3A7	1551
CYP46A1 (10858)	CYP46A1	10858
CYP4A11 (1579)	CYP4A11	1579
CYP4A22 (284541)	CYP4A22	284541
CYP4B1 (1580)	CYP4B1	1580
CYP4F11 (57834)	CYP4F11	57834
CYP4F12 (66002)	CYP4F12	66002
CYP4F2 (8529)	CYP4F2	8529
CYP4F22 (126410)	CYP4F22	126410
CYP4F3 (4051)	CYP4F3	4051
CYP4V2 (285440)	CYP4V2	285440
CYP4X1 (260293)	CYP4X1	260293
CYP4Z1 (199974)	CYP4Z1	199974
CYP51A1 (1595)	CYP51A1	1595
CYP7A1 (1581)	CYP7A1	1581
CYP7B1 (9420)	CYP7B1	9420
CYP8B1 (1582)	CYP8B1	1582
CYREN (78996)	CYREN	78996
CYRIA (81553)	CYRIA	81553
CYRIB (51571)	CYRIB	51571
CYS1 (192668)	CYS1	192668
CYSLTR1 (10800)	CYSLTR1	10800
CYSLTR2 (57105)	CYSLTR2	57105
CYSTM1 (84418)	CYSTM1	84418
CYTH1 (9267)	CYTH1	9267
CYTH2 (9266)	CYTH2	9266
CYTH3 (9265)	CYTH3	9265
CYTH4 (27128)	CYTH4	27128
CYTIP (9595)	CYTIP	9595
CYTL1 (54360)	CYTL1	54360
CZIB (54987)	CZIB	54987
D2HGDH (728294)	D2HGDH	728294
DAAM1 (23002)	DAAM1	23002
DAAM2 (23500)	DAAM2	23500
DAB1 (1600)	DAB1	1600
DAB2 (1601)	DAB2	1601
DAB2IP (153090)	DAB2IP	153090
DACH1 (1602)	DACH1	1602
DACH2 (117154)	DACH2	117154
DACT1 (51339)	DACT1	51339
DACT2 (168002)	DACT2	168002
DACT3 (147906)	DACT3	147906
DAD1 (1603)	DAD1	1603
DAG1 (1605)	DAG1	1605
DAGLA (747)	DAGLA	747
DAGLB (221955)	DAGLB	221955
DALRD3 (55152)	DALRD3	55152
DAND5 (199699)	DAND5	199699
DAO (1610)	DAO	1610
DAOA (267012)	DAOA	267012
DAP (1611)	DAP	1611
DAP3 (7818)	DAP3	7818
DAPK1 (1612)	DAPK1	1612
DAPK2 (23604)	DAPK2	23604
DAPK3 (1613)	DAPK3	1613
DAPL1 (92196)	DAPL1	92196
DAPP1 (27071)	DAPP1	27071
DARS1 (1615)	DARS1	1615
DARS2 (55157)	DARS2	55157
DAW1 (164781)	DAW1	164781
DAXX (1616)	DAXX	1616
DAZAP1 (26528)	DAZAP1	26528
DAZAP2 (9802)	DAZAP2	9802
DAZL (1618)	DAZL	1618
DBF4 (10926)	DBF4	10926
DBF4B (80174)	DBF4B	80174
DBH (1621)	DBH	1621
DBI (1622)	DBI	1622
DBN1 (1627)	DBN1	1627
DBNDD1 (79007)	DBNDD1	79007
DBNDD2 (55861)	DBNDD2	55861
DBNL (28988)	DBNL	28988
DBP (1628)	DBP	1628
DBR1 (51163)	DBR1	51163
DBT (1629)	DBT	1629
DBX2 (440097)	DBX2	440097
DCAF10 (79269)	DCAF10	79269
DCAF11 (80344)	DCAF11	80344
DCAF12 (25853)	DCAF12	25853
DCAF12L1 (139170)	DCAF12L1	139170
DCAF12L2 (340578)	DCAF12L2	340578
DCAF13 (25879)	DCAF13	25879
DCAF15 (90379)	DCAF15	90379
DCAF16 (54876)	DCAF16	54876
DCAF17 (80067)	DCAF17	80067
DCAF4 (26094)	DCAF4	26094
DCAF4L1 (285429)	DCAF4L1	285429
DCAF4L2 (138009)	DCAF4L2	138009
DCAF5 (8816)	DCAF5	8816
DCAF6 (55827)	DCAF6	55827
DCAF8 (50717)	DCAF8	50717
DCAF8L1 (139425)	DCAF8L1	139425
DCAF8L2 (347442)	DCAF8L2	347442
DCAKD (79877)	DCAKD	79877
DCANP1 (140947)	DCANP1	140947
DCBLD1 (285761)	DCBLD1	285761
DCBLD2 (131566)	DCBLD2	131566
DCC (1630)	DCC	1630
DCD (117159)	DCD	117159
DCDC1 (341019)	DCDC1	341019
DCDC2 (51473)	DCDC2	51473
DCDC2B (149069)	DCDC2B	149069
DCHS1 (8642)	DCHS1	8642
DCHS2 (54798)	DCHS2	54798
DCK (1633)	DCK	1633
DCLK1 (9201)	DCLK1	9201
DCLK2 (166614)	DCLK2	166614
DCLK3 (85443)	DCLK3	85443
DCLRE1A (9937)	DCLRE1A	9937
DCLRE1B (64858)	DCLRE1B	64858
DCLRE1C (64421)	DCLRE1C	64421
DCN (1634)	DCN	1634
DCP1B (196513)	DCP1B	196513
DCP2 (167227)	DCP2	167227
DCPS (28960)	DCPS	28960
DCST1 (149095)	DCST1	149095
DCST2 (127579)	DCST2	127579
DCSTAMP (81501)	DCSTAMP	81501
DCT (1638)	DCT	1638
DCTD (1635)	DCTD	1635
DCTN1 (1639)	DCTN1	1639
DCTN2 (10540)	DCTN2	10540
DCTN3 (11258)	DCTN3	11258
DCTN4 (51164)	DCTN4	51164
DCTN5 (84516)	DCTN5	84516
DCTN6 (10671)	DCTN6	10671
DCTPP1 (79077)	DCTPP1	79077
DCUN1D1 (54165)	DCUN1D1	54165
DCUN1D2 (55208)	DCUN1D2	55208
DCUN1D3 (123879)	DCUN1D3	123879
DCUN1D4 (23142)	DCUN1D4	23142
DCUN1D5 (84259)	DCUN1D5	84259
DCX (1641)	DCX	1641
DCXR (51181)	DCXR	51181
DDA1 (79016)	DDA1	79016
DDAH1 (23576)	DDAH1	23576
DDAH2 (23564)	DDAH2	23564
DDB1 (1642)	DDB1	1642
DDB2 (1643)	DDB2	1643
DDC (1644)	DDC	1644
DDHD1 (80821)	DDHD1	80821
DDHD2 (23259)	DDHD2	23259
DDI1 (414301)	DDI1	414301
DDI2 (84301)	DDI2	84301
DDIAS (220042)	DDIAS	220042
DDIT3 (1649)	DDIT3	1649
DDIT4 (54541)	DDIT4	54541
DDIT4L (115265)	DDIT4L	115265
DDN (23109)	DDN	23109
DDO (8528)	DDO	8528
DDOST (1650)	DDOST	1650
DDR1 (780)	DDR1	780
DDR2 (4921)	DDR2	4921
DDRGK1 (65992)	DDRGK1	65992
DDX1 (1653)	DDX1	1653
DDX10 (1662)	DDX10	1662
DDX11 (1663)	DDX11	1663
DDX17 (10521)	DDX17	10521
DDX18 (8886)	DDX18	8886
DDX19A (55308)	DDX19A	55308
DDX19B (11269)	DDX19B	11269
DDX20 (11218)	DDX20	11218
DDX21 (9188)	DDX21	9188
DDX23 (9416)	DDX23	9416
DDX24 (57062)	DDX24	57062
DDX25 (29118)	DDX25	29118
DDX27 (55661)	DDX27	55661
DDX28 (55794)	DDX28	55794
DDX31 (64794)	DDX31	64794
DDX39A (10212)	DDX39A	10212
DDX39B (7919)	DDX39B	7919
DDX3X (1654)	DDX3X	1654
DDX4 (54514)	DDX4	54514
DDX41 (51428)	DDX41	51428
DDX42 (11325)	DDX42	11325
DDX43 (55510)	DDX43	55510
DDX46 (9879)	DDX46	9879
DDX47 (51202)	DDX47	51202
DDX49 (54555)	DDX49	54555
DDX5 (1655)	DDX5	1655
DDX50 (79009)	DDX50	79009
DDX51 (317781)	DDX51	317781
DDX52 (11056)	DDX52	11056
DDX53 (168400)	DDX53	168400
DDX54 (79039)	DDX54	79039
DDX55 (57696)	DDX55	57696
DDX56 (54606)	DDX56	54606
DDX58 (23586)	DDX58	23586
DDX59 (83479)	DDX59	83479
DDX6 (1656)	DDX6	1656
DDX60 (55601)	DDX60	55601
DDX60L (91351)	DDX60L	91351
DEAF1 (10522)	DEAF1	10522
DECR1 (1666)	DECR1	1666
DECR2 (26063)	DECR2	26063
DEDD (9191)	DEDD	9191
DEDD2 (162989)	DEDD2	162989
DEF6 (50619)	DEF6	50619
DEF8 (54849)	DEF8	54849
DEFA4 (1669)	DEFA4	1669
DEFA5 (1670)	DEFA5	1670
DEFA6 (1671)	DEFA6	1671
DEFB1 (1672)	DEFB1	1672
DEFB108B (245911)	DEFB108B	245911
DEFB110 (245913)	DEFB110	245913
DEFB112 (245915)	DEFB112	245915
DEFB113 (245927)	DEFB113	245927
DEFB115 (245929)	DEFB115	245929
DEFB116 (245930)	DEFB116	245930
DEFB118 (117285)	DEFB118	117285
DEFB119 (245932)	DEFB119	245932
DEFB121 (245934)	DEFB121	245934
DEFB123 (245936)	DEFB123	245936
DEFB124 (245937)	DEFB124	245937
DEFB125 (245938)	DEFB125	245938
DEFB126 (81623)	DEFB126	81623
DEFB127 (140850)	DEFB127	140850
DEFB128 (245939)	DEFB128	245939
DEFB129 (140881)	DEFB129	140881
DEFB132 (400830)	DEFB132	400830
DEFB136 (613210)	DEFB136	613210
DEGS1 (8560)	DEGS1	8560
DEGS2 (123099)	DEGS2	123099
DEK (7913)	DEK	7913
DELE1 (9812)	DELE1	9812
DENND10 (404636)	DENND10	404636
DENND11 (57189)	DENND11	57189
DENND1A (57706)	DENND1A	57706
DENND1B (163486)	DENND1B	163486
DENND1C (79958)	DENND1C	79958
DENND2A (27147)	DENND2A	27147
DENND2B (6764)	DENND2B	6764
DENND2C (163259)	DENND2C	163259
DENND2D (79961)	DENND2D	79961
DENND3 (22898)	DENND3	22898
DENND4A (10260)	DENND4A	10260
DENND4B (9909)	DENND4B	9909
DENND4C (55667)	DENND4C	55667
DENND5A (23258)	DENND5A	23258
DENND5B (160518)	DENND5B	160518
DENND6A (201627)	DENND6A	201627
DENND6B (414918)	DENND6B	414918
DENR (8562)	DENR	8562
DEPDC1 (55635)	DEPDC1	55635
DEPDC1B (55789)	DEPDC1B	55789
DEPDC4 (120863)	DEPDC4	120863
DEPDC5 (9681)	DEPDC5	9681
DEPDC7 (91614)	DEPDC7	91614
DEPP1 (11067)	DEPP1	11067
DEPTOR (64798)	DEPTOR	64798
DERA (51071)	DERA	51071
DERL1 (79139)	DERL1	79139
DERL2 (51009)	DERL2	51009
DERL3 (91319)	DERL3	91319
DES (1674)	DES	1674
DESI1 (27351)	DESI1	27351
DESI2 (51029)	DESI2	51029
DET1 (55070)	DET1	55070
DEUP1 (159989)	DEUP1	159989
DEXI (28955)	DEXI	28955
DFFA (1676)	DFFA	1676
DFFB (1677)	DFFB	1677
DGAT1 (8694)	DGAT1	8694
DGAT2 (84649)	DGAT2	84649
DGAT2L6 (347516)	DGAT2L6	347516
DGCR2 (9993)	DGCR2	9993
DGCR6 (8214)	DGCR6	8214
DGCR6L (85359)	DGCR6L	85359
DGCR8 (54487)	DGCR8	54487
DGKA (1606)	DGKA	1606
DGKB (1607)	DGKB	1607
DGKD (8527)	DGKD	8527
DGKE (8526)	DGKE	8526
DGKG (1608)	DGKG	1608
DGKH (160851)	DGKH	160851
DGKI (9162)	DGKI	9162
DGKQ (1609)	DGKQ	1609
DGKZ (8525)	DGKZ	8525
DGLUCY (80017)	DGLUCY	80017
DGUOK (1716)	DGUOK	1716
DHCR24 (1718)	DHCR24	1718
DHCR7 (1717)	DHCR7	1717
DHDDS (79947)	DHDDS	79947
DHDH (27294)	DHDH	27294
DHFR2 (200895)	DHFR2	200895
DHH (50846)	DHH	50846
DHODH (1723)	DHODH	1723
DHPS (1725)	DHPS	1725
DHRS1 (115817)	DHRS1	115817
DHRS11 (79154)	DHRS11	79154
DHRS12 (79758)	DHRS12	79758
DHRS13 (147015)	DHRS13	147015
DHRS2 (10202)	DHRS2	10202
DHRS3 (9249)	DHRS3	9249
DHRS4 (10901)	DHRS4	10901
DHRS4L2 (317749)	DHRS4L2	317749
DHRS7 (51635)	DHRS7	51635
DHRS7B (25979)	DHRS7B	25979
DHRS7C (201140)	DHRS7C	201140
DHRS9 (10170)	DHRS9	10170
DHRSX (207063)	DHRSX	207063
DHTKD1 (55526)	DHTKD1	55526
DHX15 (1665)	DHX15	1665
DHX16 (8449)	DHX16	8449
DHX29 (54505)	DHX29	54505
DHX30 (22907)	DHX30	22907
DHX32 (55760)	DHX32	55760
DHX33 (56919)	DHX33	56919
DHX34 (9704)	DHX34	9704
DHX35 (60625)	DHX35	60625
DHX36 (170506)	DHX36	170506
DHX37 (57647)	DHX37	57647
DHX38 (9785)	DHX38	9785
DHX40 (79665)	DHX40	79665
DHX57 (90957)	DHX57	90957
DHX58 (79132)	DHX58	79132
DHX8 (1659)	DHX8	1659
DHX9 (1660)	DHX9	1660
DIABLO (56616)	DIABLO	56616
DIAPH1 (1729)	DIAPH1	1729
DIAPH2 (1730)	DIAPH2	1730
DIAPH3 (81624)	DIAPH3	81624
DICER1 (23405)	DICER1	23405
DIDO1 (11083)	DIDO1	11083
DIMT1 (27292)	DIMT1	27292
DIO1 (1733)	DIO1	1733
DIO2 (1734)	DIO2	1734
DIO3 (1735)	DIO3	1735
DIP2A (23181)	DIP2A	23181
DIP2B (57609)	DIP2B	57609
DIP2C (22982)	DIP2C	22982
DIPK1A (388650)	DIPK1A	388650
DIPK1B (138311)	DIPK1B	138311
DIPK1C (125704)	DIPK1C	125704
DIPK2A (205428)	DIPK2A	205428
DIPK2B (79742)	DIPK2B	79742
DIRAS1 (148252)	DIRAS1	148252
DIRAS2 (54769)	DIRAS2	54769
DIRAS3 (9077)	DIRAS3	9077
DIRC1 (116093)	DIRC1	116093
DIS3 (22894)	DIS3	22894
DIS3L (115752)	DIS3L	115752
DIS3L2 (129563)	DIS3L2	129563
DISC1 (27185)	DISC1	27185
DISP1 (84976)	DISP1	84976
DISP2 (85455)	DISP2	85455
DISP3 (57540)	DISP3	57540
DIXDC1 (85458)	DIXDC1	85458
DKC1 (1736)	DKC1	1736
DKK1 (22943)	DKK1	22943
DKK2 (27123)	DKK2	27123
DKK3 (27122)	DKK3	27122
DKK4 (27121)	DKK4	27121
DKKL1 (27120)	DKKL1	27120
DLAT (1737)	DLAT	1737
DLC1 (10395)	DLC1	10395
DLD (1738)	DLD	1738
DLEC1 (9940)	DLEC1	9940
DLEU7 (220107)	DLEU7	220107
DLG1 (1739)	DLG1	1739
DLG2 (1740)	DLG2	1740
DLG3 (1741)	DLG3	1741
DLG4 (1742)	DLG4	1742
DLG5 (9231)	DLG5	9231
DLGAP1 (9229)	DLGAP1	9229
DLGAP2 (9228)	DLGAP2	9228
DLGAP3 (58512)	DLGAP3	58512
DLGAP4 (22839)	DLGAP4	22839
DLGAP5 (9787)	DLGAP5	9787
DLK1 (8788)	DLK1	8788
DLK2 (65989)	DLK2	65989
DLL1 (28514)	DLL1	28514
DLL3 (10683)	DLL3	10683
DLL4 (54567)	DLL4	54567
DLST (1743)	DLST	1743
DLX1 (1745)	DLX1	1745
DLX2 (1746)	DLX2	1746
DLX3 (1747)	DLX3	1747
DLX4 (1748)	DLX4	1748
DLX5 (1749)	DLX5	1749
DLX6 (1750)	DLX6	1750
DMAC1 (90871)	DMAC1	90871
DMAC2 (55101)	DMAC2	55101
DMAC2L (27109)	DMAC2L	27109
DMAP1 (55929)	DMAP1	55929
DMBT1 (1755)	DMBT1	1755
DMBX1 (127343)	DMBX1	127343
DMC1 (11144)	DMC1	11144
DMD (1756)	DMD	1756
DMGDH (29958)	DMGDH	29958
DMKN (93099)	DMKN	93099
DMP1 (1758)	DMP1	1758
DMPK (1760)	DMPK	1760
DMRT1 (1761)	DMRT1	1761
DMRT2 (10655)	DMRT2	10655
DMRT3 (58524)	DMRT3	58524
DMRTA1 (63951)	DMRTA1	63951
DMRTA2 (63950)	DMRTA2	63950
DMRTB1 (63948)	DMRTB1	63948
DMRTC2 (63946)	DMRTC2	63946
DMTF1 (9988)	DMTF1	9988
DMTN (2039)	DMTN	2039
DMWD (1762)	DMWD	1762
DMXL1 (1657)	DMXL1	1657
DMXL2 (23312)	DMXL2	23312
DNAAF1 (123872)	DNAAF1	123872
DNAAF10 (116143)	DNAAF10	116143
DNAAF11 (23639)	DNAAF11	23639
DNAAF2 (55172)	DNAAF2	55172
DNAAF3 (352909)	DNAAF3	352909
DNAAF4 (161582)	DNAAF4	161582
DNAAF5 (54919)	DNAAF5	54919
DNAAF6 (139212)	DNAAF6	139212
DNAAF8 (146562)	DNAAF8	146562
DNAAF9 (25943)	DNAAF9	25943
DNAH1 (25981)	DNAH1	25981
DNAH10 (196385)	DNAH10	196385
DNAH11 (8701)	DNAH11	8701
DNAH12 (201625)	DNAH12	201625
DNAH14 (127602)	DNAH14	127602
DNAH2 (146754)	DNAH2	146754
DNAH3 (55567)	DNAH3	55567
DNAH5 (1767)	DNAH5	1767
DNAH6 (1768)	DNAH6	1768
DNAH7 (56171)	DNAH7	56171
DNAH9 (1770)	DNAH9	1770
DNAI1 (27019)	DNAI1	27019
DNAI2 (64446)	DNAI2	64446
DNAI3 (126820)	DNAI3	126820
DNAI4 (79819)	DNAI4	79819
DNAI7 (55259)	DNAI7	55259
DNAJA1 (3301)	DNAJA1	3301
DNAJA2 (10294)	DNAJA2	10294
DNAJA3 (9093)	DNAJA3	9093
DNAJA4 (55466)	DNAJA4	55466
DNAJB1 (3337)	DNAJB1	3337
DNAJB11 (51726)	DNAJB11	51726
DNAJB12 (54788)	DNAJB12	54788
DNAJB13 (374407)	DNAJB13	374407
DNAJB14 (79982)	DNAJB14	79982
DNAJB2 (3300)	DNAJB2	3300
DNAJB4 (11080)	DNAJB4	11080
DNAJB5 (25822)	DNAJB5	25822
DNAJB6 (10049)	DNAJB6	10049
DNAJB7 (150353)	DNAJB7	150353
DNAJB8 (165721)	DNAJB8	165721
DNAJB9 (4189)	DNAJB9	4189
DNAJC1 (64215)	DNAJC1	64215
DNAJC10 (54431)	DNAJC10	54431
DNAJC11 (55735)	DNAJC11	55735
DNAJC12 (56521)	DNAJC12	56521
DNAJC13 (23317)	DNAJC13	23317
DNAJC14 (85406)	DNAJC14	85406
DNAJC15 (29103)	DNAJC15	29103
DNAJC16 (23341)	DNAJC16	23341
DNAJC17 (55192)	DNAJC17	55192
DNAJC18 (202052)	DNAJC18	202052
DNAJC19 (131118)	DNAJC19	131118
DNAJC2 (27000)	DNAJC2	27000
DNAJC21 (134218)	DNAJC21	134218
DNAJC22 (79962)	DNAJC22	79962
DNAJC24 (120526)	DNAJC24	120526
DNAJC25 (548645)	DNAJC25	548645
DNAJC27 (51277)	DNAJC27	51277
DNAJC28 (54943)	DNAJC28	54943
DNAJC3 (5611)	DNAJC3	5611
DNAJC30 (84277)	DNAJC30	84277
DNAJC4 (3338)	DNAJC4	3338
DNAJC5 (80331)	DNAJC5	80331
DNAJC5B (85479)	DNAJC5B	85479
DNAJC5G (285126)	DNAJC5G	285126
DNAJC6 (9829)	DNAJC6	9829
DNAJC7 (7266)	DNAJC7	7266
DNAJC8 (22826)	DNAJC8	22826
DNAJC9 (23234)	DNAJC9	23234
DNAL1 (83544)	DNAL1	83544
DNAL4 (10126)	DNAL4	10126
DNALI1 (7802)	DNALI1	7802
DNASE1 (1773)	DNASE1	1773
DNASE1L1 (1774)	DNASE1L1	1774
DNASE1L2 (1775)	DNASE1L2	1775
DNASE1L3 (1776)	DNASE1L3	1776
DNASE2 (1777)	DNASE2	1777
DNASE2B (58511)	DNASE2B	58511
DND1 (373863)	DND1	373863
DNER (92737)	DNER	92737
DNHD1 (144132)	DNHD1	144132
DNLZ (728489)	DNLZ	728489
DNM1 (1759)	DNM1	1759
DNM1L (10059)	DNM1L	10059
DNM2 (1785)	DNM2	1785
DNM3 (26052)	DNM3	26052
DNMBP (23268)	DNMBP	23268
DNMT1 (1786)	DNMT1	1786
DNMT3A (1788)	DNMT3A	1788
DNMT3B (1789)	DNMT3B	1789
DNMT3L (29947)	DNMT3L	29947
DNPEP (23549)	DNPEP	23549
DNPH1 (10591)	DNPH1	10591
DNTT (1791)	DNTT	1791
DNTTIP1 (116092)	DNTTIP1	116092
DNTTIP2 (30836)	DNTTIP2	30836
DOC2A (8448)	DOC2A	8448
DOCK10 (55619)	DOCK10	55619
DOCK11 (139818)	DOCK11	139818
DOCK2 (1794)	DOCK2	1794
DOCK3 (1795)	DOCK3	1795
DOCK4 (9732)	DOCK4	9732
DOCK5 (80005)	DOCK5	80005
DOCK6 (57572)	DOCK6	57572
DOCK7 (85440)	DOCK7	85440
DOCK8 (81704)	DOCK8	81704
DOCK8-AS1 (157983)	DOCK8-AS1	157983
DOCK9 (23348)	DOCK9	23348
DOHH (83475)	DOHH	83475
DOK1 (1796)	DOK1	1796
DOK2 (9046)	DOK2	9046
DOK3 (79930)	DOK3	79930
DOK4 (55715)	DOK4	55715
DOK5 (55816)	DOK5	55816
DOK6 (220164)	DOK6	220164
DOK7 (285489)	DOK7	285489
DOLK (22845)	DOLK	22845
DOLPP1 (57171)	DOLPP1	57171
DONSON (29980)	DONSON	29980
DOP1A (23033)	DOP1A	23033
DOP1B (9980)	DOP1B	9980
DOT1L (84444)	DOT1L	84444
DPAGT1 (1798)	DPAGT1	1798
DPCD (25911)	DPCD	25911
DPEP1 (1800)	DPEP1	1800
DPEP2 (64174)	DPEP2	64174
DPEP3 (64180)	DPEP3	64180
DPF1 (8193)	DPF1	8193
DPF2 (5977)	DPF2	5977
DPF3 (8110)	DPF3	8110
DPH1 (1801)	DPH1	1801
DPH2 (1802)	DPH2	1802
DPH3 (285381)	DPH3	285381
DPH5 (51611)	DPH5	51611
DPH6 (89978)	DPH6	89978
DPH7 (92715)	DPH7	92715
DPM1 (8813)	DPM1	8813
DPM2 (8818)	DPM2	8818
DPM3 (54344)	DPM3	54344
DPP10 (57628)	DPP10	57628
DPP3 (10072)	DPP3	10072
DPP4 (1803)	DPP4	1803
DPP7 (29952)	DPP7	29952
DPP8 (54878)	DPP8	54878
DPP9 (91039)	DPP9	91039
DPPA2 (151871)	DPPA2	151871
DPPA3 (359787)	DPPA3	359787
DPPA4 (55211)	DPPA4	55211
DPPA5 (340168)	DPPA5	340168
DPRX (503834)	DPRX	503834
DPT (1805)	DPT	1805
DPY19L1 (23333)	DPY19L1	23333
DPY19L2 (283417)	DPY19L2	283417
DPY19L3 (147991)	DPY19L3	147991
DPY19L4 (286148)	DPY19L4	286148
DPY30 (84661)	DPY30	84661
DPYD (1806)	DPYD	1806
DPYS (1807)	DPYS	1807
DPYSL2 (1808)	DPYSL2	1808
DPYSL3 (1809)	DPYSL3	1809
DPYSL4 (10570)	DPYSL4	10570
DPYSL5 (56896)	DPYSL5	56896
DQX1 (165545)	DQX1	165545
DR1 (1810)	DR1	1810
DRAM1 (55332)	DRAM1	55332
DRAM2 (128338)	DRAM2	128338
DRAP1 (10589)	DRAP1	10589
DRAXIN (374946)	DRAXIN	374946
DRC1 (92749)	DRC1	92749
DRC3 (83450)	DRC3	83450
DRC7 (84229)	DRC7	84229
DRD1 (1812)	DRD1	1812
DRD2 (1813)	DRD2	1813
DRD3 (1814)	DRD3	1814
DRD4 (1815)	DRD4	1815
DRD5 (1816)	DRD5	1816
DRG1 (4733)	DRG1	4733
DRG2 (1819)	DRG2	1819
DRGX (644168)	DRGX	644168
DRICH1 (51233)	DRICH1	51233
DROSHA (29102)	DROSHA	29102
DRP2 (1821)	DRP2	1821
DSC1 (1823)	DSC1	1823
DSC2 (1824)	DSC2	1824
DSC3 (1825)	DSC3	1825
DSCAM (1826)	DSCAM	1826
DSCAML1 (57453)	DSCAML1	57453
DSCC1 (79075)	DSCC1	79075
DSE (29940)	DSE	29940
DSEL (92126)	DSEL	92126
DSG1 (1828)	DSG1	1828
DSG2 (1829)	DSG2	1829
DSG3 (1830)	DSG3	1830
DSG4 (147409)	DSG4	147409
DSN1 (79980)	DSN1	79980
DSP (1832)	DSP	1832
DSPP (1834)	DSPP	1834
DST (667)	DST	667
DSTN (11034)	DSTN	11034
DSTYK (25778)	DSTYK	25778
DTD1 (92675)	DTD1	92675
DTD2 (112487)	DTD2	112487
DTHD1 (401124)	DTHD1	401124
DTL (51514)	DTL	51514
DTNA (1837)	DTNA	1837
DTNB (1838)	DTNB	1838
DTNBP1 (84062)	DTNBP1	84062
DTWD1 (56986)	DTWD1	56986
DTWD2 (285605)	DTWD2	285605
DTX1 (1840)	DTX1	1840
DTX2 (113878)	DTX2	113878
DTX3 (196403)	DTX3	196403
DTX3L (151636)	DTX3L	151636
DTX4 (23220)	DTX4	23220
DTYMK (1841)	DTYMK	1841
DUOX1 (53905)	DUOX1	53905
DUOX2 (50506)	DUOX2	50506
DUOXA1 (90527)	DUOXA1	90527
DUOXA2 (405753)	DUOXA2	405753
DUS1L (64118)	DUS1L	64118
DUS2 (54920)	DUS2	54920
DUS3L (56931)	DUS3L	56931
DUS4L (11062)	DUS4L	11062
DUSP1 (1843)	DUSP1	1843
DUSP10 (11221)	DUSP10	11221
DUSP11 (8446)	DUSP11	8446
DUSP12 (11266)	DUSP12	11266
DUSP13 (51207)	DUSP13	51207
DUSP14 (11072)	DUSP14	11072
DUSP15 (128853)	DUSP15	128853
DUSP16 (80824)	DUSP16	80824
DUSP18 (150290)	DUSP18	150290
DUSP19 (142679)	DUSP19	142679
DUSP2 (1844)	DUSP2	1844
DUSP21 (63904)	DUSP21	63904
DUSP22 (56940)	DUSP22	56940
DUSP23 (54935)	DUSP23	54935
DUSP26 (78986)	DUSP26	78986
DUSP28 (285193)	DUSP28	285193
DUSP29 (338599)	DUSP29	338599
DUSP3 (1845)	DUSP3	1845
DUSP4 (1846)	DUSP4	1846
DUSP5 (1847)	DUSP5	1847
DUSP6 (1848)	DUSP6	1848
DUSP7 (1849)	DUSP7	1849
DUSP8 (1850)	DUSP8	1850
DUSP9 (1852)	DUSP9	1852
DUT (1854)	DUT	1854
DUXA (503835)	DUXA	503835
